-0.005,-1.207,0.177,3
-0.062,-1.176,0.168,37
-0.001,-1.167,0.171,24
-0.230,-1.174,0.168,5
-0.004,-1.213,0.178,4
0.103,-1.164,0.167,12
0.002,-1.177,0.173,9
-0.185,-1.154,0.165,7
-0.003,-1.169,0.172,8
0.145,-1.167,0.167,30
0.003,-1.166,0.171,33
-0.143,-1.155,0.165,52
-0.002,-1.150,0.169,45
0.186,-1.163,0.167,15
0.003,-1.181,0.173,13
-0.100,-1.136,0.163,69
-0.002,-1.146,0.168,74
0.229,-1.168,0.167,53
0.004,-1.193,0.175,55
-0.060,-1.125,0.161,54
-0.001,-1.128,0.166,59
0.276,-1.184,0.170,57
0.005,-1.215,0.178,57
-0.020,-1.138,0.163,40
-0.000,-1.146,0.168,50
0.285,-1.052,0.151,12
0.005,-1.092,0.160,22
-0.321,-1.184,0.178,1
-0.006,-1.214,0.187,1
0.021,-1.163,0.175,68
0.000,-1.172,0.180,59
-0.274,-1.176,0.177,3
-0.005,-1.212,0.186,3
-0.061,-1.153,0.173,13
-0.232,-1.180,0.177,4
-0.004,-1.178,0.181,4
-0.185,-1.154,0.174,8
-0.003,-1.184,0.182,8
0.143,-1.154,0.174,32
0.003,-1.174,0.181,30
-0.140,-1.131,0.170,47
-0.002,-1.143,0.176,45
0.186,-1.162,0.175,15
0.003,-1.174,0.181,22
-0.101,-1.143,0.172,69
-0.002,-1.156,0.178,74
0.230,-1.171,0.176,55
0.004,-1.204,0.185,54
-0.060,-1.128,0.170,60
-0.001,-1.129,0.174,67
0.273,-1.168,0.176,56
0.005,-1.202,0.185,55
-0.020,-1.145,0.172,58
-0.000,-1.133,0.174,60
0.299,-1.102,0.166,16
0.005,-1.152,0.177,19
-0.315,-1.160,0.183,1
-0.006,-1.216,0.196,1
0.021,-1.164,0.183,56
0.000,-1.153,0.185,52
-0.279,-1.195,0.188,3
-0.005,-1.216,0.196,3
-0.231,-1.175,0.185,4
-0.004,-1.206,0.194,5
-0.187,-1.169,0.184,8
-0.003,-1.171,0.188,8
0.146,-1.171,0.184,28
0.003,-1.181,0.190,24
-0.143,-1.149,0.181,47
-0.003,-1.161,0.187,47
0.187,-1.167,0.184,23
0.003,-1.177,0.189,29
-0.100,-1.126,0.177,69
-0.002,-1.143,0.184,74
0.233,-1.185,0.186,55
0.004,-1.187,0.191,56
-0.061,-1.142,0.180,65
-0.001,-1.143,0.184,67
0.276,-1.182,0.186,51
0.005,-1.216,0.196,51
-0.020,-1.132,0.178,60
-0.000,-1.133,0.182,55
0.299,-1.101,0.173,18
0.005,-1.159,0.186,18
-0.321,-1.182,0.194,1
-0.006,-1.235,0.207,1
0.020,-1.158,0.190,46
0.000,-1.164,0.195,39
-0.277,-1.183,0.194,3
-0.005,-1.213,0.204,3
-0.232,-1.178,0.194,4
-0.004,-1.195,0.201,4
-0.186,-1.158,0.190,8
-0.003,-1.178,0.198,8
0.143,-1.150,0.189,21
0.003,-1.162,0.195,18
-0.143,-1.148,0.189,45
-0.002,-1.140,0.191,41
0.190,-1.185,0.195,31
0.003,-1.191,0.200,33
-0.101,-1.138,0.187,72
-0.002,-1.146,0.192,72
0.229,-1.164,0.191,56
0.004,-1.201,0.202,55
-0.060,-1.127,0.185,69
-0.001,-1.128,0.189,71
0.276,-1.179,0.194,54
0.005,-1.201,0.202,55
-0.020,-1.148,0.189,51
-0.000,-1.142,0.192,46
0.305,-1.123,0.184,18
0.005,-1.160,0.195,15
-0.330,-1.215,0.208,1
-0.006,-1.198,0.210,1
0.021,-1.175,0.201,31
-0.276,-1.179,0.202,3
-0.005,-1.216,0.213,3
-0.229,-1.159,0.199,4
-0.004,-1.190,0.208,4
-0.187,-1.166,0.200,8
-0.003,-1.184,0.207,8
0.146,-1.168,0.200,13
-0.141,-1.133,0.194,40
-0.002,-1.151,0.201,41
0.187,-1.166,0.200,40
0.003,-1.184,0.207,42
-0.102,-1.149,0.197,70
-0.002,-1.141,0.200,72
0.234,-1.186,0.203,55
0.004,-1.212,0.212,56
-0.061,-1.138,0.195,71
-0.001,-1.139,0.199,71
0.275,-1.174,0.201,56
0.005,-1.208,0.211,56
-0.020,-1.125,0.193,40
-0.000,-1.131,0.198,32
0.300,-1.104,0.189,15
0.005,-1.149,0.201,18
-0.319,-1.172,0.209,1
-0.006,-1.232,0.224,1
-0.279,-1.191,0.213,3
-0.005,-1.200,0.219,3
-0.232,-1.175,0.210,4
-0.004,-1.198,0.218,4
-0.186,-1.153,0.206,8
-0.003,-1.171,0.213,8
-0.143,-1.145,0.204,36
-0.003,-1.161,0.211,37
0.189,-1.177,0.210,44
0.003,-1.190,0.217,45
-0.101,-1.136,0.203,74
-0.002,-1.145,0.209,75
0.232,-1.173,0.209,56
0.004,-1.194,0.217,56
-0.061,-1.140,0.204,71
-0.001,-1.135,0.207,65
0.278,-1.188,0.212,56
0.005,-1.214,0.221,55
-0.020,-1.144,0.204,25
-0.000,-1.149,0.209,23
0.310,-1.139,0.203,25
0.006,-1.190,0.217,22
-0.324,-1.189,0.221,1
-0.006,-1.218,0.231,1
-0.275,-1.171,0.217,3
-0.005,-1.209,0.229,3
-0.232,-1.176,0.218,4
-0.004,-1.187,0.225,4
-0.189,-1.171,0.217,8
-0.003,-1.185,0.224,8
-0.142,-1.136,0.211,37
-0.002,-1.142,0.216,35
0.190,-1.177,0.219,48
0.003,-1.183,0.224,50
-0.101,-1.140,0.212,75
-0.002,-1.152,0.218,75
0.232,-1.176,0.218,56
0.004,-1.205,0.228,55
-0.060,-1.131,0.210,69
-0.001,-1.138,0.215,67
0.276,-1.174,0.218,56
0.005,-1.205,0.228,55
-0.020,-1.142,0.212,21
-0.000,-1.132,0.214,24
0.314,-1.153,0.214,25
0.006,-1.203,0.228,23
-0.318,-1.165,0.225,1
-0.006,-1.217,0.239,1
-0.281,-1.196,0.231,3
-0.005,-1.226,0.241,3
-0.232,-1.174,0.227,4
-0.004,-1.189,0.234,4
-0.187,-1.162,0.224,9
-0.003,-1.168,0.230,8
0.148,-1.187,0.229,27
0.003,-1.174,0.231,23
-0.143,-1.140,0.220,35
-0.003,-1.156,0.227,34
0.188,-1.166,0.225,53
0.003,-1.185,0.233,56
-0.101,-1.137,0.219,74
-0.002,-1.142,0.225,77
0.234,-1.182,0.228,56
0.004,-1.191,0.234,56
-0.061,-1.139,0.220,65
-0.001,-1.138,0.224,63
0.278,-1.181,0.228,51
0.005,-1.217,0.239,48
0.314,-1.149,0.222,27
0.006,-1.195,0.235,24
-0.321,-1.174,0.235,1
-0.006,-1.235,0.252,1
-0.279,-1.187,0.238,3
-0.005,-1.225,0.250,3
-0.233,-1.176,0.236,4
-0.004,-1.203,0.245,3
-0.186,-1.154,0.231,9
-0.003,-1.170,0.239,9
0.144,-1.152,0.231,26
0.003,-1.162,0.237,34
-0.144,-1.150,0.230,30
-0.003,-1.150,0.235,30
0.191,-1.180,0.236,56
0.003,-1.188,0.242,61
-0.102,-1.139,0.228,74
-0.002,-1.152,0.235,75
0.233,-1.174,0.235,58
0.004,-1.193,0.243,55
-0.060,-1.130,0.226,60
-0.001,-1.139,0.232,65
0.278,-1.181,0.237,48
0.005,-1.209,0.247,52
0.316,-1.155,0.232,22
0.006,-1.197,0.244,26
0.019,-0.867,0.617,34
0.000,-0.862,0.617,34
-0.055,-0.856,0.609,8
-0.001,-0.853,0.612,9
-0.209,-0.875,0.623,28
-0.004,-0.886,0.635,28
0.093,-0.864,0.614,19
0.002,-0.847,0.607,17
-0.170,-0.872,0.621,36
-0.003,-0.878,0.629,37
0.122,-0.809,0.575,2
0.002,-0.810,0.580,2
-0.129,-0.857,0.610,33
-0.002,-0.862,0.617,32
0.161,-0.829,0.590,2
0.003,-0.842,0.603,2
-0.094,-0.873,0.621,35
-0.002,-0.852,0.610,35
0.200,-0.840,0.598,3
0.004,-0.857,0.614,2
-0.055,-0.863,0.614,43
-0.001,-0.857,0.614,44
0.236,-0.834,0.593,1
0.004,-0.868,0.622,1
-0.019,-0.865,0.616,36
-0.000,-0.858,0.615,38
0.279,-0.848,0.604,23
0.005,-0.865,0.620,25
0.018,-0.846,0.611,34
0.000,-0.835,0.607,34
-0.056,-0.860,0.621,11
-0.001,-0.849,0.617,12
-0.208,-0.868,0.626,28
-0.004,-0.885,0.643,28
0.091,-0.847,0.611,18
0.002,-0.848,0.616,19
-0.166,-0.851,0.614,35
-0.003,-0.852,0.620,35
0.122,-0.805,0.581,2
0.002,-0.796,0.579,2
-0.130,-0.860,0.620,34
-0.002,-0.869,0.632,32
0.161,-0.825,0.595,2
0.003,-0.836,0.608,2
-0.091,-0.843,0.609,36
-0.002,-0.848,0.616,35
0.198,-0.826,0.596,2
0.003,-0.830,0.603,3
-0.055,-0.852,0.615,43
-0.001,-0.835,0.607,42
0.233,-0.820,0.592,1
0.004,-0.833,0.606,1
-0.019,-0.863,0.623,37
-0.000,-0.861,0.626,37
0.274,-0.829,0.598,26
0.005,-0.852,0.620,27
0.018,-0.842,0.617,32
0.000,-0.847,0.624,31
-0.054,-0.833,0.610,12
-0.001,-0.830,0.613,13
-0.207,-0.858,0.629,25
-0.004,-0.856,0.632,25
0.091,-0.839,0.615,20
0.002,-0.839,0.619,21
-0.166,-0.848,0.621,36
-0.003,-0.850,0.627,34
0.121,-0.793,0.581,3
0.002,-0.784,0.578,4
-0.129,-0.846,0.619,34
-0.002,-0.845,0.623,32
0.162,-0.824,0.603,2
0.003,-0.819,0.604,2
-0.092,-0.849,0.622,35
-0.002,-0.840,0.620,36
0.199,-0.825,0.604,2
0.003,-0.835,0.616,2
-0.053,-0.823,0.603,41
-0.001,-0.842,0.621,42
0.228,-0.797,0.584,1
0.004,-0.813,0.600,1
-0.018,-0.852,0.624,38
-0.000,-0.830,0.613,39
0.274,-0.824,0.604,26
0.005,-0.848,0.626,26
0.018,-0.835,0.620,32
0.000,-0.818,0.612,30
-0.054,-0.829,0.616,11
-0.001,-0.826,0.618,12
-0.203,-0.838,0.623,25
-0.004,-0.855,0.640,25
0.089,-0.820,0.610,22
0.002,-0.815,0.610,22
-0.166,-0.839,0.623,35
-0.003,-0.831,0.622,35
0.121,-0.794,0.590,3
0.002,-0.783,0.586,3
-0.129,-0.841,0.625,34
-0.002,-0.845,0.633,34
0.158,-0.801,0.595,2
0.003,-0.812,0.608,2
-0.090,-0.824,0.612,39
-0.002,-0.823,0.616,36
0.198,-0.818,0.608,2
0.003,-0.812,0.608,2
-0.055,-0.845,0.628,44
-0.001,-0.817,0.611,43
0.228,-0.793,0.589,1
0.004,-0.810,0.606,1
-0.018,-0.831,0.618,38
-0.000,-0.829,0.621,39
0.268,-0.802,0.596,27
0.005,-0.825,0.617,26
0.018,-0.814,0.614,31
0.000,-0.808,0.613,30
-0.054,-0.818,0.617,15
-0.001,-0.804,0.611,17
-0.204,-0.839,0.632,23
-0.004,-0.843,0.640,23
0.089,-0.815,0.614,23
0.002,-0.815,0.619,24
-0.162,-0.817,0.616,36
-0.003,-0.822,0.624,33
0.117,-0.761,0.574,4
0.002,-0.765,0.581,4
-0.128,-0.831,0.626,34
-0.002,-0.808,0.613,31
0.159,-0.800,0.603,2
0.003,-0.806,0.612,2
-0.090,-0.821,0.619,35
-0.002,-0.815,0.619,36
0.195,-0.801,0.604,2
0.003,-0.814,0.618,2
-0.053,-0.804,0.606,43
-0.001,-0.806,0.612,43
0.229,-0.792,0.597,1
0.004,-0.790,0.600,1
-0.018,-0.827,0.624,37
-0.000,-0.823,0.625,36
0.269,-0.802,0.605,25
0.005,-0.825,0.627,25
0.018,-0.815,0.623,30
0.000,-0.806,0.621,30
-0.053,-0.798,0.610,16
-0.001,-0.802,0.618,17
-0.199,-0.814,0.623,20
-0.003,-0.819,0.631,20
0.089,-0.804,0.615,25
0.002,-0.787,0.607,25
-0.162,-0.811,0.621,32
-0.003,-0.830,0.640,35
0.119,-0.769,0.589,4
0.002,-0.770,0.593,4
-0.125,-0.809,0.619,32
-0.002,-0.813,0.626,33
0.156,-0.783,0.599,2
0.003,-0.789,0.608,2
-0.089,-0.810,0.620,36
-0.002,-0.802,0.618,35
0.196,-0.800,0.612,2
0.003,-0.810,0.624,2
-0.053,-0.799,0.612,40
-0.001,-0.819,0.631,44
0.225,-0.772,0.591,1
0.004,-0.781,0.602,1
-0.018,-0.800,0.612,39
-0.000,-0.805,0.620,39
0.267,-0.790,0.605,23
0.005,-0.811,0.625,25
0.017,-0.792,0.614,29
0.000,-0.786,0.614,28
-0.053,-0.799,0.619,18
-0.001,-0.791,0.618,19
-0.198,-0.807,0.626,17
-0.003,-0.813,0.635,12
0.088,-0.790,0.613,28
0.002,-0.794,0.621,28
-0.158,-0.790,0.613,31
-0.003,-0.808,0.632,34
0.117,-0.751,0.583,4
0.002,-0.752,0.587,5
